SKU,Category,make,SUB Category Type 1,SUB Category Type 2,SUB Category Type 3,SUB Category Type 4,SUB Category Type 5,SUB Category Type 6,SUB Category Type 7,SUB Category Type 8,SUB Category Type 9,SUB Category Type 10,Item Name,CAPACITY,Unit,Supplier,List Price,Discount,DP
218.0,Switch,,INDICATOR,,,,,,,,,,BLUE INDICATOR ,3.0,Nos,Ajitesh,60.0,30.0,42
219.0,Switch,,INDICATOR,,,,,,,,,,AMBER INDICATOR ,4.0,Nos,Ajitesh,60.0,30.0,42
220.0,Switch,,INDICATOR,,,,,,,,,,GREEN INDICATOR ,5.0,Nos,Ajitesh,60.0,30.0,42
221.0,Label,,ALUMINIUM PLATE,,,,,,,,,,ALUMINIUM PLATE 22MM ,1.0,Nos,Mrugesh Engravers,9.0,0.0,9
222.0,Lock,,Door,,,,,,,,,,Door Lock (25MM),25.0,Nos,Anuroop,35.0,0.0,35
223.0, Lock,,Door,,,,,,,,,,Door Lock (20MM),20.0,Nos,Siddhivinayak,30.0,0.0,30
224.0,Key,,Door,,,,,,,,,,Door Key,1.0,Nos,Ajitesh,25.0,0.0,25
225.0,Sticker,,Door,,,,,,,,,,Open Close Sticker,2.0,Nos,Anuroop,4.0,0.0,4
226.0,Sticker,,Door,,,,,,,,,,HOLE CLOSER,3.0,Nos,Anuroop,24.0,0.0,24
227.0,Ferrule,,PRINT,,,,,,,,,,FERRULE SOFT SLEEVE 3.2 MM,3.2,Nos,Anuroop,70.0,0.0,70
228.0,Ferrule,,PRINT,,,,,,,,,,FERRULE SOFT SLEEVE 4.2 MM,,Nos,Anuroop,70.0,0.0,70
229.0,Ferrule,,PRINT,,,,,,,,,,FERRULE SOFT SLEEVE 3.7 MM,,Nos,Anuroop,70.0,0.0,70
230.0,Ferrule,,PRINT,,,,,,,,,,FERRULE SOFT SLEEVE 5.2 MM,,Nos,Anuroop,70.0,0.0,70
231.0,Ferrule,,PRINT,,,,,,,,,,FERRULE SOFT SLEEVE 6.5 MM,,Nos,Anuroop,70.0,0.0,70
232.0,Ferrule,,PRINT,,,,,,,,,,FERRULE SOFT SLEEVE 4.6 MM,,Nos,Anuroop,70.0,0.0,70
233.0,Ferrule,,PRINT,,,,,,,,,,FERRULE COSTEBLE,,Nos,Anuroop,70.0,0.0,70
234.0,Sensor,,FLOAT SWITCH,,,,,,,,,,FLOAT SWITCH 3 MTR ICP ,3.0,Nos,Anuroop,370.0,32.5,249.75
235.0,Relay,,RELAY BASE,,,,,,,,,,RELAY BASE SALZER 4 POL,4.0,Nos,Anuroop,50.0,0.0,50
236.0,Relay,,RELAY BASE,,,,,,,,,,RELAY BASE SALZER 11 POL,11.0,Nos,Anuroop,50.0,0.0,50
237.0,Relay,,12.0,,,,,,,,,,2 changeover 12cdc relay salzer ,2.0,Nos,Anuroop,125.0,0.0,125
238.0,Relay,,12.0,,,,,,,,,,3 pole Salzer relay (BASE PLATE MOUNT),3.0,Nos,Anuroop,375.0,37.0,236.25
239.0,fuse,,fuse,,,,,,,,,,FUSE TB ,1.0,Nos,Anuroop,41.5,37.0,26.145
240.0,fuse,,fuse,,,,,,,,,,GLASS FUSE (2A) ,2.0,Nos,Anuroop,5.0,37.0,3.15
241.0,Add On Block,,schneider,,,,,,,,,,ADD ON BOLCK (1 NO 1 NC ) ,11.0,Nos,Anuroop,160.0,0.0,160
242.0,Add On Block,,schneider,,,,,,,,,,ADD ON BOLCK  (2NO 2NC),22.0,Nos,Anuroop,190.0,0.0,190
243.0,Sensor,,HUMIDITY SENSOR,,,,,,,,,,HUMIDITY SENSOR ,1.0,Nos,Anuroop,5480.0,37.0,3452.4
244.0,PG Gland,,PG,,,,,,,,,,PG 7,7.0,Nos,Anuroop,6.5,70.0,1.95
245.0,PG Gland,,PG,,,,,,,,,,PG 9,9.0,Nos,Anuroop,7.0,70.0,2.1
246.0,PG Gland,,PG,,,,,,,,,,PG 11,,Nos,Anuroop,11.25,70.0,3.375
247.0,PG Gland,,PG,,,,,,,,,,PG 13.5,,Nos,Anuroop,12.5,70.0,3.75
248.0,PG Gland,,PG,,,,,,,,,,PG 16,,Nos,Anuroop,15.0,70.0,4.5
249.0,PG Gland,,PG,,,,,,,,,,PG 21,,Nos,Anuroop,25.0,70.0,7.5
250.0,PG Gland,,PG,,,,,,,,,,PG 25,,Nos,Anuroop,27.5,70.0,8.25
251.0,PG Gland,,PG,,,,,,,,,,PG 29,,Nos,Anuroop,41.25,70.0,12.375
252.0,PG Gland,,PG,,,,,,,,,,PG 36,,Nos,Anuroop,57.5,70.0,17.25
253.0,PG Gland,,PG,,,,,,,,,,PG 42,,Nos,Anuroop,82.5,70.0,24.75
254.0,PG Gland,,PG,,,,,,,,,,PG 48,,Nos,Anuroop,90.5,70.0,27.15
255.0,PG Gland,,PG,,,,,,,,,,PG 63,,Nos,Anuroop,192.0,70.0,57.6
256.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  25A  WITH 30MA  4 Pole ,25.0,Nos,Anuroop,6465.0,53.0,3038.55
257.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  25A  WITH 100MA  4 Pole,25.0,Nos,Anuroop,6870.0,53.0,3228.9
258.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  25A  WITH 300MA  4 Pole,,Nos,Anuroop,7072.0,53.0,3323.84
259.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  40A  WITH 30MA  4 Pole,40.0,Nos,Anuroop,6364.0,53.0,2991.08
260.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  40A  WITH 100MA  4 Pole,,Nos,Anuroop,6908.0,53.0,3246.76
261.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  40A  WITH 300MA  4 Pole,,Nos,Anuroop,7175.0,53.0,3372.25
262.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  63A  WITH 30MA  4 Pole,63.0,Nos,Anuroop,7369.0,53.0,3463.43
263.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  63A  WITH 100MA  4 Pole,,Nos,Anuroop,8162.0,53.0,3836.14
264.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  63A  WITH 300MA  4 Pole,,Nos,Anuroop,8200.0,53.0,3854
265.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  80A  WITH 30MA  4 Pole,,Nos,Anuroop,12999.0,53.0,6109.53
266.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  80A  WITH 100MA   4 Pole,,Nos,Anuroop,13209.0,53.0,6208.23
267.0,RCCB,,RCCB 4P,,,,,,,,,,RCCB  80A  WITH 300MA  4 Pole,,Nos,Anuroop,13279.0,53.0,6241.13
268.0,Relay,,12VRELAY,,,,,,,,,,12V Change over Relay ,,Nos,Satyam,260.0,0.0,260
269.0,OLR,, schneider OLR,,,,,,,,,,OLR 1...1.6 AMP,1.6,Nos,Satyam,3755.0,60.0,1502
270.0,OLR,, schneider OLR,,,,,,,,,,OLR 1.6...2.5 AMP,2.5,Nos,Satyam,3755.0,60.0,1502
271.0,OLR,, schneider OLR,,,,,,,,,,OLR 2.5...4  AMP,4.0,Nos,Satyam,3755.0,60.0,1502
272.0,OLR,, schneider OLR,,,,,,,,,,OLR 4...6  AMP,6.0,Nos,Satyam,3755.0,60.0,1502
273.0,OLR,, schneider OLR,,,,,,,,,,OLR 5.5...8  AMP,8.0,Nos,Satyam,3755.0,60.0,1502
274.0,OLR,, schneider OLR,,,,,,,,,,OLR 7...10  AMP,,Nos,Satyam,3755.0,60.0,1502
275.0,OLR,, schneider OLR,,,,,,,,,,OLR 9...13  AMP,,Nos,Satyam,3755.0,60.0,1502
276.0,OLR,, schneider OLR,,,,,,,,,,OLR 12-18 AMP,,Nos,Satyam,4165.0,60.0,1666
277.0,OLR,, schneider OLR,,,,,,,,,,OLR 16-24 AMP,,Nos,Satyam,4620.0,60.0,1848
278.0,OLR,, schneider OLR,,,,,,,,,,OLR 23-32 AMP,,Nos,Satyam,6430.0,60.0,2572
279.0,OLR,, schneider OLR,,,,,,,,,,OLR 30-38 AMP,,Nos,Satyam,7245.0,60.0,2898
280.0,OLR,, schneider OLR,,,,,,,,,,OLR 37...50 AMP,,Nos,Satyam,8170.0,60.0,3268
281.0,OLR,, schneider OLR,,,,,,,,,,OLR 48...65 AMP,,Nos,Satyam,10725.0,60.0,4290
282.0,OLR,, schneider OLR,,,,,,,,,,OLR 55...70 AMP,,Nos,Satyam,12705.0,60.0,5082
283.0,OLR,, schneider OLR,,,,,,,,,,OLR 63...80 AMP,,Nos,Satyam,13265.0,60.0,5306
284.0,OLR,, schneider OLR,,,,,,,,,,OLR 80...104 AMP,,Nos,Satyam,13265.0,60.0,5306
285.0,SPP,,SPP,,,,,,,,,,SPP 022,1.0,Nos,Ajitesh,555.0,37.0,349.65
286.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  16A  THREE POLE ,16.0,Nos,Satyam,14460.0,60.0,5784
287.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  25A  THREE POLE ,25.0,Nos,Satyam,14460.0,60.0,5784
288.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  32A  THREE POLE ,32.0,Nos,Satyam,14460.0,60.0,5784
289.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  40A  THREE POLE ,,Nos,Satyam,14460.0,60.0,5784
290.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  50A  THREE POLE ,,Nos,Satyam,14460.0,60.0,5784
291.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  63A  THREE POLE ,,Nos,Satyam,14460.0,60.0,5784
292.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  80A  THREE POLE ,,Nos,Satyam,14460.0,60.0,5784
293.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  100A  THREE POLE ,,Nos,Satyam,14460.0,60.0,5784
294.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  125A  THREE POLE ,,Nos,Satyam,16050.0,60.0,6420
295.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  160A  THREE POLE ,,Nos,Satyam,21260.0,60.0,8504
296.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  200A  THREE POLE ,,Nos,Satyam,30620.0,60.0,12248
297.0,MCCB ,,MCCB 3P,,,,,,,,,,MCCB  250A  THREE POLE ,,Nos,Satyam,33960.0,60.0,13584
298.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  16A  FOUR   POLE ,,Nos,Satyam,18060.0,60.0,7224
299.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  25A  FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
300.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  32A  FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
301.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  40A FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
302.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  50A  FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
303.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  63A  FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
304.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  80A  FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
305.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  100A FOUR POLE ,,Nos,Satyam,18060.0,60.0,7224
306.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  125A  FOUR POLE ,,Nos,Satyam,19930.0,60.0,7972
307.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  160A  FOUR POLE ,,Nos,Satyam,25320.0,60.0,10128
308.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  200A  FOUR POLE ,,Nos,Satyam,37940.0,60.0,15176
309.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  250A  FOUR POLE ,,Nos,Satyam,33960.0,60.0,13584
310.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  320A  FOUR POLE ,,Nos,Satyam,57610.0,60.0,23044
311.0,MCCB ,,MCCB 4P,,,,,,,,,,MCCB  630A  FOUR POLE ,,Nos,Satyam,89000.0,60.0,35600
312.0,MCCB ,,SPREADER,,,,,,,,,,MCCB BUS BAR CONNECTOR    (3P SPREADER PH BARRIERS),3.0,Nos,Satyam,1230.0,50.0,615
313.0,MCCB ,,SPREADER,,,,,,,,,,MCCB BUS BAR CONNECTOR    (4P SPREADER PH BARRIERS),4.0,Nos,Satyam,1630.0,50.0,815
314.0,MCCB ,,EXTENDED ROTARY,,,,,,,,,,EXTENDED ROTARY HANDLE  (CVS 100/160/250) ,3.0,Nos,Satyam,3300.0,50.0,1650
315.0,MCCB ,,EXTENDED ROTARY,,,,,,,,,,EXTENDED ROTARY HANDLE  4P(CVS 100/160/250) ,4.0,Nos,Satyam,5870.0,50.0,2935
316.0,MCCB ,,EXTENDED ROTARY,,,,,,,,,,EXTENDED ROTARY HANDLE  4P(CVS 320A) ,4.0,Nos,Satyam,4680.0,50.0,2340
317.0,Timer,,TIMER MULTISPAN,,,,,,,,,,TIMER MULTISPAN 60S,60.0,Nos,Anuroop,870.0,30.0,609
318.0,Timer,,TIMER MULTISPAN,,,,,,,,,,TIMER MULTISPAN 30S,30.0,Nos,Anuroop,870.0,30.0,609
319.0,Z Clamp,,Z Clamp,,,,,,,,,,Z CLAMP ,1.0,Nos,Anuroop,11.0,0.0,11
320.0,BUSBAR,,,,,,,,,,,,BUSBAR ,1.0,Nos,,450.0,0.0,450
321.0,Wire,,,,,,,,,,,,2 Core Shielded,,Meter,Thakur,25.0,0.0,25
322.0,Panel stickers,,,,,,,,,,,,Panel Guid Sticker,,Nos,,50.0,0.0,50
323.0,Moadbus Pin,,,,,,,,,,,,Moadbus connector pin ,,Nos,,250.0,0.0,250
324.0,VFD,,CG,,,,,,,,,,"CG-0.75KW-HD,1HP,380-480V (200X80X150)",,Nos,INNOVATORS ELECRICAL,21328.0,50.0,10664
325.0,VFD,,CG,,,,,,,,,,"CG-1.5KW-HD,2HP,380-480V (200X80X150)",,Nos,INNOVATORS ELECRICAL,22475.0,50.0,11237.5
326.0,VFD,,CG,,,,,,,,,,"CG-2.2KW-HD,3HP,380-480V (200X80X150)",,Nos,INNOVATORS ELECRICAL,25784.0,50.0,12892
327.0,VFD,,CG,,,,,,,,,,"CG-3.7KW-HD,5HP,380-480V (186.6X116.6X175)",,Nos,INNOVATORS ELECRICAL,29508.0,50.0,14754
328.0,VFD,,CG,,,,,,,,,,"CG-7.5KW-HD,10HP,380-480V (249X146X177)",,Nos,INNOVATORS ELECRICAL,44749.0,50.0,22374.5
329.0,VFD,,CG,,,,,,,,,,"CG-11KW-HD,15HP,380-480V (249X146X177)",,Nos,INNOVATORS ELECRICAL,54457.0,44.0,30495.92
330.0,VFD,,CG,,,,,,,,,,"CG-15KW-HD,20HP,380-480V (300X198X185)",,Nos,INNOVATORS ELECRICAL,66888.0,44.0,37457.28
331.0,VFD,,CG,,,,,,,,,,"CG-18.5KW-HD,25HP,380-480V (300X198X185)",,Nos,INNOVATORS ELECRICAL,74531.0,44.0,41737.36
332.0,VFD,,CG,,,,,,,,,,"CG-22KW-HD,30HP,380-480V (300X198X185)",,Nos,INNOVATORS ELECRICAL,83341.0,44.0,46670.96
333.0,VFD,,CG,,,,,,,,,,CG-4.4KW-ND(6HP)380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,31983.4,44.0,17910.704
334.0,VFD,,CG,,,,,,,,,,"9.3KW-HD,12.5HP,380-480V (300X198X185)",,Nos,,54457.0,44.0,30495.92
335.0,VFD,,DANFOS,,,,,,,,,,"3KW-HD,4HP,380-480V ",,Nos,INNOVATORS ELECRICAL,29508.0,50.0,14754
336.0,Lugs,,,,,,,,,,,,Lugs End Sleeve 1 Sqmm,,Nos,Anuroop,1.0,0.0,1
337.0,VFD,,CG,,,,,,,,,,"5.5KW-ND,7.5HP,380-480V (186.6X116.6X175)",,Nos,INNOVATORS ELECRICAL,29508.0,52.0,14163.84
338.0,VFD,,DELTA,,,,,,,,,," DELTA 5.5KW-ND,7.5HP,380-480V (186.6X116.6X175)",,Nos,DELTA DRIVE,14000.0,0.0,14000
339.0,VFD,,CG,,,,,,,,,,"4KW-HD,5.5HP,380-480V (186.6X116.6X175)",,Nos,INNOVATORS ELECRICAL,29508.0,50.0,14754
340.0,VFD,,CG,,,,,,,,,,"0.75KW-HD,1HP,380-480V (200X80X150)",,Nos,INNOVATORS ELECRICAL,21328.0,60.0,8531.2
341.0,VFD,,CG,,,,,,,,,,"1.5KW-HD,2HP,380-480V (200X80X150)",,Nos,INNOVATORS ELECRICAL,22475.0,60.0,8990
342.0,VFD,,CG,,,,,,,,,,"2.2KW-HD,3HP,380-480V (200X80X150)",,Nos,INNOVATORS ELECRICAL,25784.0,60.0,10313.6
343.0,VFD,,CG,,,,,,,,,,"3.7KW-HD,5HP,380-480V (186.6X116.6X175)",,Nos,INNOVATORS ELECRICAL,29508.0,60.0,11803.2
344.0,VFD,,CG,,,,,,,,,,"5.5KW-HD,7.5HP,380-480V (186.6X116.6X175)",,Nos,INNOVATORS ELECRICAL,37291.0,60.0,14916.4
345.0,VFD,,CG,,,,,,,,,,"7.5KW-HD,10HP,380-480V (249X146X177)",,Nos,INNOVATORS ELECRICAL,44749.0,60.0,17899.6
346.0,VFD,,CG,,,,,,,,,,"11KW-HD,15HP,380-480V (249X146X177)",,Nos,INNOVATORS ELECRICAL,54457.0,60.0,21782.8
347.0,VFD,,CG,,,,,,,,,,"15KW-HD,20HP,380-480V (300X198X185)",,Nos,INNOVATORS ELECRICAL,66888.0,60.0,26755.2
348.0,VFD,,CG,,,,,,,,,,"18.5KW-HD,25HP,380-480V (300X198X185)",,Nos,INNOVATORS ELECRICAL,74531.0,60.0,29812.4
349.0,VFD,,CG,,,,,,,,,,"22KW-HD,30HP,380-480V (300X198X185)",,Nos,INNOVATORS ELECRICAL,83341.0,60.0,33336.4
350.0,VFD,,CG,,,,,,,,,,1.1KW-ND(1.5HP)380-480V (186.6X116.6X175),,Nos,INNOVATORS ELECRICAL,22475.0,60.0,8990
351.0,INSULATOR,,1.0,,,,,,,,,,L TYPE INSULATOR ,,Nos,,20.0,0.0,20
352.0,INSULATOR,,1.0,,,,,,,,,,Z TYPE INSULATOR,,Nos,,20.0,0.0,20
353.0,INSULATOR,,1.0,,,,,,,,,,CONICAL TYPE INSULATOR 40MM,,Nos,,20.0,0.0,20
354.0,SLEEVE,,RED,,,,,,,,,,BUS BAR SLEEVE RED,,METER,,15.0,0.0,15
355.0,SLEEVE,,YELLOW,,,,,,,,,,BUS BAR SLEEVE YELLOW,,METER,,15.0,0.0,15
356.0,SLEEVE,,BLUE,,,,,,,,,,BUS BAR SLEEVE BLUE,,METER,,15.0,0.0,15
357.0,SLEEVE,,BLACK,,,,,,,,,,BUS BAR SLEEVE BLACK,,METER,,15.0,0.0,15
358.0,TERMINAL,,RED,,,,,,,,,,CBB TERMINAL RED 35-50,,NOS,,200.0,0.0,200
359.0,TERMINAL,,YELLOW,,,,,,,,,,CBB TERMINAL YELLOW 35-51,,NOS,,200.0,0.0,200
360.0,TERMINAL,,BLUE,,,,,,,,,,CBB TERMINAL BLUE 35-52,,NOS,,200.0,0.0,200
361.0,TERMINAL,,BLACK,,,,,,,,,,CBB TERMINAL BLACK 35-53,,NOS,,200.0,0.0,200
362.0,TERMINAL,,GREY,,,,,,,,,,CBB TERMINAL GREY 35-54,,NOS,,200.0,0.0,200
363.0,SWITCH,,1.0,,,,,,,,,,EMERGENCY STOP BUTTON,,Nos,,150.0,0.0,150
364.0,SOCKET,,1.0,,,,,,,,,,3 PIN  SOCKET,,Nos,,1500.0,0.0,1500
365.0,AIR FILTER,,1.0,,,,,,,,,,AIR FILTER (PEACOCK),,Nos,,47.0,30.0,32.9
366.0,CONTACTOR,,LNT,,,,,,,,,,CONTACTOR 115 amp,,Nos,,15339.0,50.0,7669.5
367.0,CONTACTOR,,LNT,,,,,,,,,,CONTACTOR 65 amp,,Nos,,3560.0,57.0,1530.8
368.0,ADD ON BLOCK,,1.0,,,,,,,,,,ADD ON BLOCK,,Nos,,190.0,0.0,190
369.0,WIRE,,RED,,,,,,,,,,WIRE  35 SQMM RED,35.0,Nos,THAKUR,567.0,30.0,396.9
370.0,WIRE,,YELLOW,,,,,,,,,,WIRE  35 SQMM YELLOW,,Nos,THAKUR,567.0,30.0,396.9
371.0,WIRE,,BLUE,,,,,,,,,,WIRE  35 SQMM BLUE,,Nos,THAKUR,567.0,30.0,396.9
372.0,WIRE,,BLACK,,,,,,,,,,WIRE  35 SQMM BLACK,,Nos,THAKUR,567.0,30.0,396.9
373.0,Luga,,1.0,,,,,,,,,,LUGS PIN TYPE  COPPER ,,Nos,,15.0,0.0,15
374.0,Lugs,,1.0,,,,,,,,,,LUGS  RING TYPE  COPPER ,,Nos,,15.0,0.0,15
375.0,Nuts ,,1.0,,,,,,,,,,nut bolt 8*12 ,,Nos,,5.0,0.0,5
376.0,Nuts ,,1.0,,,,,,,,,,nut bolt 6*10 ,,nos,,5.0,0.0,5
377.0,WASHPR,,1.0,,,,,,,,,,Washor ,,Nos,,5.0,0.0,5
378.0,board,,1.0,,,,,,,,,,Switch board ,,Nos,,200.0,0.0,200
379.0,MPR,,1.0,,,,,,,,,,Motor protection relay ,,Nos,,2000.0,0.0,2000
380.0,metal box,,1.0,,,,,,,,,,metal box,,Nos,,55000.0,0.0,55000
381.0,OLR,,1.0,,,,,,,,,,Thermal O/L  90-150A,,Nos,,8540.0,40.0,5124
382.0,ATS,,1.0,,,,,,,,,,ATS 75hp (ELMEASURE 160A),,Nos,,27709.0,0.0,27709
383.0,CT,,1.0,,,,,,,,,,Ammeter 0-150A (Multispan),,Nos,,785.0,0.0,785
384.0,CT,,1.0,,,,,,,,,,C.T.150/5A (Std.),,Nos,,200.0,0.0,200
385.0,Metal Box,,1.0,,,,,,,,,,Metal Box 700*500*400 (1.6mm) ATS,,Nos,Anand Engineering,15000.0,0.0,15000
386.0,Metal Box,,1.0,,,,,,,,,,Metal Box 1000*1000*600 (1.6mm) LT,,Nos,Anand Engineering,30000.0,0.0,30000
387.0,Metal Box,,1.0,,,,,,,,,,Metal Box 230*190*125 ,,Nos,Anand Engineering,500.0,0.0,500
388.0,Transformer,,T,,,,,,,,,,Transformer ,,Nos,,200.0,0.0,200
389.0,Controller,,A-STP,,,,,,,,,,AIPCU WITH HMI DISPLAY - STP,,Nos,SAARK,50000.0,50.0,25000
390.0,Controller,,GIC,,,,,,,,,,GIC WATER LEVEL CONTROLLER ,,Nos,GIC,1500.0,0.0,1500
391.0,Controller,,,,,,,,,,,,GIC CONTROLLER,,Nos,,1900.0,0.0,1900
392.0,CONTACTOR,,,,,,,,,,,,CONTACTOR 0901 N5,,Nos,Satyam,1512.0,52.0,725.76
393.0,CONTACTOR,,,,,,,,,,,,CONTACTOR 1201 N5,,Nos,Satyam,1512.0,52.0,725.76
394.0,CONTACTOR,,,,,,,,,,,,CONTACTOR 1801 N5,,Nos,Satyam,1512.0,52.0,725.76
395.0,CONTACTOR,,,,,,,,,,,,CONTACTOR 2501 N5,,Nos,Satyam,1512.0,52.0,725.76
396.0,CONTACTOR,,,,,,,,,,,,CONTACTOR 3201 N5,,Nos,Satyam,1512.0,52.0,725.76
397.0,CONTACTOR,,,,,,,,,,,,CONTACTOR 3801 N5,,Nos,Satyam,1512.0,52.0,725.76
398.0,switch,,YELLOW SB,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 63A,63.0,Nos,Anuroop,1168.0,40.0,700.8
399.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 80A,80.0,Nos,Anuroop,3003.0,40.0,1801.8
400.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 100A,,Nos,Anuroop,3748.0,40.0,2248.8
401.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 125A,,Nos,Anuroop,4684.0,40.0,2810.4
402.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 16A,,Nos,Anuroop,847.0,40.0,508.2
403.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 20A,,Nos,Anuroop,870.0,40.0,522
404.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 25A,,Nos,Anuroop,944.0,40.0,566.4
405.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 32A,,Nos,Anuroop,977.0,40.0,586.2
406.0,switch,,1.0,,,,,,,,,,3 POLE SWITCH DOOR MOUNT (YELLOW) 40A,,Nos,Anuroop,1105.0,40.0,663
407.0,METAL BOX,,METEL BOX,,,,,,,,,,METAL BOX 500x600x250 (HMI 2PUMP) UPTO 3HP,,NOS,DB INDUSRIES,3500.0,0.0,3500
408.0,METAL BOX,,PUMP,,,,,,,,,,METAL BOX 500x700x250 (HMI 3PUMP) ,,NOS,DB INDUSRIES,4700.0,0.0,4700
409.0,METAL BOX,,PUMP,,,,,,,,,,METAL BOX 500x700x300 (HMI 3PUMP) ,,NOS,DB INDUSRIES,5500.0,0.0,5500
410.0,METAL BOX,,PUMP,,,,,,,,,,METAL BOX 600x800x300 (HMI 3PUMP) ,,NOS,DB INDUSRIES,8500.0,0.0,8500
411.0,METAL BOX,,VFD,,,,,,,,,,METAL BOX 550x700x330 MULTY VFD,,NOS,DB INDUSRIES,4700.0,0.0,4700
412.0,METAL BOX,,VFD,,,,,,,,,,METAL BOX 600x800x330 MULTY VFD,,NOS,DB INDUSRIES,6500.0,0.0,6500
413.0,power ,,SMPS,,,,,,,,,,SMPS,,NOS,,500.0,0.0,500
414.0,VFD,,Schineder,,,,,,,,,,7.5hp 5.5 KW VFD,,NOS,Satyam Schineder,14100.0,0.0,14100
415.0,VFD,,Schineder,,,,,,,,,,2HP 4.2 A VFD,,NOS,Satyam Schineder,9858.0,0.0,9858
416.0,VFD,,Schineder,,,,,,,,,,3HP 5.5 A VFD,,NOS,Satyam Schineder,11024.0,0.0,11024
417.0,VFD,,Schineder,,,,,,,,,,5HP 8.9 A VFD,,NOS,Satyam Schineder,13250.0,0.0,13250
418.0,VFD,,Schineder,,,,,,,,,,7.5HP 12.1 A VFD,,NOS,Satyam Schineder,14946.0,0.0,14946
419.0,VFD,,Schineder,,,,,,,,,,10HP 16 A VFD,,NOS,Satyam Schineder,18020.0,0.0,18020
420.0,VFD,,Schineder,,,,,,,,,,15HP 22.8 A VFD,,NOS,Satyam Schineder,24380.0,0.0,24380
421.0,VFD,,Schineder,,,,,,,,,,20HP 36 A VFD,,NOS,Satyam Schineder,32330.0,0.0,32330
422.0,VFD,,Schineder,,,,,,,,,,30HP 43 A VFD,,NOS,Satyam Schineder,46852.0,0.0,46852
423.0,METAL BOX,,MB,,,,,,,,,,METAL BOX FOR 6 PUMP ,,NOS,,15000.0,0.0,15000
424.0,VFD,,CG,,,,,,,,,,1HP SINGLE PHASE VFD CG ,,NOS,,15000.0,61.0,5850
425.0,VFD,,DANFOSS,,,,,,,,,,"0.37KW,0.5HP,380-480V",,NOS,INNODRIVES DANFOSS,8103.0,0.0,8103
426.0,VFD,,DANFOSS,,,,,,,,,,"0.75KW, 1HP,380-480V",,NOS,INNODRIVES DANFOSS,8400.0,0.0,8400
427.0,VFD,,DANFOSS,,,,,,,,,,"1.5KW,2HP,380-480V",,NOS,INNODRIVES DANFOSS,11462.0,0.0,11462
